"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","2020-10",1.184673,
"OECD","CPI","TOT","AGRWTH","M","2020-11",1.176731,
"OECD","CPI","TOT","AGRWTH","M","2020-12",1.249233,
"OECD","CPI","TOT","AGRWTH","M","2021-01",1.565045,
"OECD","CPI","TOT","AGRWTH","M","2021-02",1.754685,
"OECD","CPI","TOT","AGRWTH","M","2021-03",2.400738,
"OECD","CPI","TOT","AGRWTH","M","2021-04",3.339406,
"OECD","CPI","TOT","AGRWTH","M","2021-05",3.857556,
"OECD","CPI","TOT","AGRWTH","M","2021-06",4.048694,
"OECD","CPI","TOT","AGRWTH","M","2021-07",4.242793,
"OECD","CPI","TOT","AGRWTH","M","2021-08",4.363475,
"OECD","CPI","TOT","AGRWTH","M","2021-09",4.607158,
"OECD","CPI","TOT","AGRWTH","M","2021-10",5.24495,
"OECD","CPI","TOT","AGRWTH","M","2021-11",5.871463,
"OECD","CPI","TOT","AGRWTH","M","2021-12",6.559142,
"OECD","CPI","TOT","AGRWTH","M","2022-01",7.215383,
"OECD","CPI","TOT","AGRWTH","M","2022-02",7.807868,
"OECD","CPI","TOT","AGRWTH","M","2022-03",8.83237,
"OECD","CPI","TOT","AGRWTH","M","2022-04",9.265716,
"OECD","CPI","TOT","AGRWTH","M","2022-05",9.750242,
"OECD","CPI","TOT","AGRWTH","M","2022-06",10.38887,
"OECD","CPI","TOT","AGRWTH","M","2022-07",10.35664,
"OECD","CPI","TOT","AGRWTH","M","2022-08",10.37362,
"OECD","CPI","TOT","AGRWTH","M","2022-09",10.66011,
"OECD","CPI","TOT","AGRWTH","M","2022-10",10.78976,
"OECD","CPI","TOT","AGRWTH","M","2022-11",10.37915,
"OECD","CPI","TOT","AGRWTH","M","2022-12",9.438622,
"OECDE","CPI","TOT","AGRWTH","M","2011-04",2.929812,
"OECDE","CPI","TOT","AGRWTH","M","2011-05",3.125841,
"OECDE","CPI","TOT","AGRWTH","M","2011-06",3.015481,
"OECDE","CPI","TOT","AGRWTH","M","2011-07",3.014163,
"OECDE","CPI","TOT","AGRWTH","M","2011-08",3.064361,
"OECDE","CPI","TOT","AGRWTH","M","2011-09",3.238669,
"OECDE","CPI","TOT","AGRWTH","M","2011-10",3.356758,
"OECDE","CPI","TOT","AGRWTH","M","2011-11",3.495392,
"OECDE","CPI","TOT","AGRWTH","M","2011-12",3.277067,
"OECDE","CPI","TOT","AGRWTH","M","2012-01",3.189815,
"OECDE","CPI","TOT","AGRWTH","M","2012-02",3.218455,
"OECDE","CPI","TOT","AGRWTH","M","2012-03",3.127745,
"OECDE","CPI","TOT","AGRWTH","M","2012-04",3.068056,
"OECDE","CPI","TOT","AGRWTH","M","2012-05",2.737683,
"OECDE","CPI","TOT","AGRWTH","M","2012-06",2.695972,
"OECDE","CPI","TOT","AGRWTH","M","2012-07",2.75965,
"OECDE","CPI","TOT","AGRWTH","M","2012-08",2.895568,
"OECDE","CPI","TOT","AGRWTH","M","2012-09",2.879723,
"OECDE","CPI","TOT","AGRWTH","M","2012-10",2.785239,
"OECDE","CPI","TOT","AGRWTH","M","2012-11",2.454359,
"OECDE","CPI","TOT","AGRWTH","M","2012-12",2.3986,
"OECDE","CPI","TOT","AGRWTH","M","2013-01",2.247996,
"OECDE","CPI","TOT","AGRWTH","M","2013-02",2.103303,
"OECDE","CPI","TOT","AGRWTH","M","2013-03",2.002003,
"OECDE","CPI","TOT","AGRWTH","M","2013-04",1.584683,
"OECDE","CPI","TOT","AGRWTH","M","2013-05",1.769924,
"OECDE","CPI","TOT","AGRWTH","M","2013-06",2.051967,
"OECDE","CPI","TOT","AGRWTH","M","2013-07",2.139878,
"OECDE","CPI","TOT","AGRWTH","M","2013-08",1.9104,
"OECDE","CPI","TOT","AGRWTH","M","2013-09",1.713364,
"OECDE","CPI","TOT","AGRWTH","M","2013-10",1.437632,
"OECDE","CPI","TOT","AGRWTH","M","2013-11",1.419759,
"OECDE","CPI","TOT","AGRWTH","M","2013-12",1.500658,
"OECDE","CPI","TOT","AGRWTH","M","2014-01",1.448951,
"OECDE","CPI","TOT","AGRWTH","M","2014-02",1.392855,
"OECDE","CPI","TOT","AGRWTH","M","2014-03",1.29585,
"OECDE","CPI","TOT","AGRWTH","M","2014-04",1.520803,
"OECDE","CPI","TOT","AGRWTH","M","2014-05",1.371309,
"OECDE","CPI","TOT","AGRWTH","M","2014-06",1.386487,
"OECDE","CPI","TOT","AGRWTH","M","2014-07",1.264963,
"OECDE","CPI","TOT","AGRWTH","M","2014-08",1.227581,
"OECDE","CPI","TOT","AGRWTH","M","2014-09",1.113783,
"OECDE","CPI","TOT","AGRWTH","M","2014-10",1.172057,
"OECDE","CPI","TOT","AGRWTH","M","2014-11",1.089736,
"OECDE","CPI","TOT","AGRWTH","M","2014-12",0.6780466,
"OECDE","CPI","TOT","AGRWTH","M","2015-01",0.2686006,
"OECDE","CPI","TOT","AGRWTH","M","2015-02",0.4315119,
"OECDE","CPI","TOT","AGRWTH","M","2015-03",0.559204,
"OECDE","CPI","TOT","AGRWTH","M","2015-04",0.7691281,
"OECDE","CPI","TOT","AGRWTH","M","2015-05",1.015597,
"OECDE","CPI","TOT","AGRWTH","M","2015-06",0.8840018,
"OECDE","CPI","TOT","AGRWTH","M","2015-07",0.82313,
"OECDE","CPI","TOT","AGRWTH","M","2015-08",0.7965205,
"OECDE","CPI","TOT","AGRWTH","M","2015-09",0.7297148,
"OECDE","CPI","TOT","AGRWTH","M","2015-10",0.8117049,
"OECDE","CPI","TOT","AGRWTH","M","2015-11",0.7928451,
"OECDE","CPI","TOT","AGRWTH","M","2015-12",0.9318505,
"OECDE","CPI","TOT","AGRWTH","M","2016-01",1.114878,
"OECDE","CPI","TOT","AGRWTH","M","2016-02",0.7820324,
"OECDE","CPI","TOT","AGRWTH","M","2016-03",0.7397608,
"OECDE","CPI","TOT","AGRWTH","M","2016-04",0.5295014,
"OECDE","CPI","TOT","AGRWTH","M","2016-05",0.6287472,
"OECDE","CPI","TOT","AGRWTH","M","2016-06",0.8334735,
"OECDE","CPI","TOT","AGRWTH","M","2016-07",1.014473,
"OECDE","CPI","TOT","AGRWTH","M","2016-08",0.9955564,
"OECDE","CPI","TOT","AGRWTH","M","2016-09",1.10003,
"OECDE","CPI","TOT","AGRWTH","M","2016-10",1.201477,
"OECDE","CPI","TOT","AGRWTH","M","2016-11",1.294592,
"OECDE","CPI","TOT","AGRWTH","M","2016-12",1.844479,
"OECDE","CPI","TOT","AGRWTH","M","2017-01",2.327612,
"OECDE","CPI","TOT","AGRWTH","M","2017-02",2.643781,
"OECDE","CPI","TOT","AGRWTH","M","2017-03",2.499811,
"OECDE","CPI","TOT","AGRWTH","M","2017-04",2.743724,
"OECDE","CPI","TOT","AGRWTH","M","2017-05",2.447404,
"OECDE","CPI","TOT","AGRWTH","M","2017-06",2.259026,
"OECDE","CPI","TOT","AGRWTH","M","2017-07",2.22352,
"OECDE","CPI","TOT","AGRWTH","M","2017-08",2.430998,
"OECDE","CPI","TOT","AGRWTH","M","2017-09",2.551088,
"OECDE","CPI","TOT","AGRWTH","M","2017-10",2.48984,
"OECDE","CPI","TOT","AGRWTH","M","2017-11",2.705616,
"OECDE","CPI","TOT","AGRWTH","M","2017-12",2.46554,
"OECDE","CPI","TOT","AGRWTH","M","2018-01",2.262382,
"OECDE","CPI","TOT","AGRWTH","M","2018-02",2.090965,
"OECDE","CPI","TOT","AGRWTH","M","2018-03",2.232211,
"OECDE","CPI","TOT","AGRWTH","M","2018-04",2.220369,
"OECDE","CPI","TOT","AGRWTH","M","2018-05",2.754008,
"OECDE","CPI","TOT","AGRWTH","M","2018-06",3.100879,
"OECDE","CPI","TOT","AGRWTH","M","2018-07",3.211341,
"OECDE","CPI","TOT","AGRWTH","M","2018-08",3.406748,
"OECDE","CPI","TOT","AGRWTH","M","2018-09",3.934766,
"OECDE","CPI","TOT","AGRWTH","M","2018-10",4.142344,
"OECDE","CPI","TOT","AGRWTH","M","2018-11",3.623676,
"OECDE","CPI","TOT","AGRWTH","M","2018-12",3.222441,
"OECDE","CPI","TOT","AGRWTH","M","2019-01",3.045567,
"OECDE","CPI","TOT","AGRWTH","M","2019-02",3.100159,
"OECDE","CPI","TOT","AGRWTH","M","2019-03",3.121917,
"OECDE","CPI","TOT","AGRWTH","M","2019-04",3.352001,
"OECDE","CPI","TOT","AGRWTH","M","2019-05",2.984262,
"OECDE","CPI","TOT","AGRWTH","M","2019-06",2.735131,
"OECDE","CPI","TOT","AGRWTH","M","2019-07",2.777567,
"OECDE","CPI","TOT","AGRWTH","M","2019-08",2.525296,
"OECDE","CPI","TOT","AGRWTH","M","2019-09",1.86211,
"OECDE","CPI","TOT","AGRWTH","M","2019-10",1.672799,
"OECDE","CPI","TOT","AGRWTH","M","2019-11",1.935015,
"OECDE","CPI","TOT","AGRWTH","M","2019-12",2.318835,
"OECDE","CPI","TOT","AGRWTH","M","2020-01",2.55354,
"OECDE","CPI","TOT","AGRWTH","M","2020-02",2.456305,
"OECDE","CPI","TOT","AGRWTH","M","2020-03",2.064362,
"OECDE","CPI","TOT","AGRWTH","M","2020-04",1.508154,
"OECDE","CPI","TOT","AGRWTH","M","2020-05",1.36513,
"OECDE","CPI","TOT","AGRWTH","M","2020-06",1.655249,
"OECDE","CPI","TOT","AGRWTH","M","2020-07",1.51298,
"OECDE","CPI","TOT","AGRWTH","M","2020-08",1.322196,
"OECDE","CPI","TOT","AGRWTH","M","2020-09",1.309977,
"OECDE","CPI","TOT","AGRWTH","M","2020-10",1.320126,
"OECDE","CPI","TOT","AGRWTH","M","2020-11",1.427793,
"OECDE","CPI","TOT","AGRWTH","M","2020-12",1.479341,
"OECDE","CPI","TOT","AGRWTH","M","2021-01",2.08075,
"OECDE","CPI","TOT","AGRWTH","M","2021-02",2.183605,
"OECDE","CPI","TOT","AGRWTH","M","2021-03",2.646976,
"OECDE","CPI","TOT","AGRWTH","M","2021-04",3.145958,
"OECDE","CPI","TOT","AGRWTH","M","2021-05",3.461691,
"OECDE","CPI","TOT","AGRWTH","M","2021-06",3.503237,
"OECDE","CPI","TOT","AGRWTH","M","2021-07",3.959401,
"OECDE","CPI","TOT","AGRWTH","M","2021-08",4.406712,
"OECDE","CPI","TOT","AGRWTH","M","2021-09",4.717464,
"OECDE","CPI","TOT","AGRWTH","M","2021-10",5.392813,
"OECDE","CPI","TOT","AGRWTH","M","2021-11",6.128526,
"OECDE","CPI","TOT","AGRWTH","M","2021-12",7.707403,
"OECDE","CPI","TOT","AGRWTH","M","2022-01",8.934714,
"OECDE","CPI","TOT","AGRWTH","M","2022-02",9.916191,
"OECDE","CPI","TOT","AGRWTH","M","2022-03",11.73937,
"OECDE","CPI","TOT","AGRWTH","M","2022-04",12.82879,
"OECDE","CPI","TOT","AGRWTH","M","2022-05",13.65159,
"OECDE","CPI","TOT","AGRWTH","M","2022-06",14.71104,
"OECDE","CPI","TOT","AGRWTH","M","2022-07",15.10643,
"OECDE","CPI","TOT","AGRWTH","M","2022-08",15.38463,
"OECDE","CPI","TOT","AGRWTH","M","2022-09",16.29423,
"OECDE","CPI","TOT","AGRWTH","M","2022-10",17.02751,
"OECDE","CPI","TOT","AGRWTH","M","2022-11",16.73123,
"OECDE","CPI","TOT","AGRWTH","M","2022-12",14.81133,
"G-7","CPI","TOT","AGRWTH","M","2011-04",2.539747,
"G-7","CPI","TOT","AGRWTH","M","2011-05",2.78353,
"G-7","CPI","TOT","AGRWTH","M","2011-06",2.781575,
"G-7","CPI","TOT","AGRWTH","M","2011-07",2.874905,
"G-7","CPI","TOT","AGRWTH","M","2011-08",2.988719,
"G-7","CPI","TOT","AGRWTH","M","2011-09",3.105115,
"G-7","CPI","TOT","AGRWTH","M","2011-10",2.886222,
"G-7","CPI","TOT","AGRWTH","M","2011-11",2.778991,
"G-7","CPI","TOT","AGRWTH","M","2011-12",2.481188,
"G-7","CPI","TOT","AGRWTH","M","2012-01",2.471581,
"G-7","CPI","TOT","AGRWTH","M","2012-02",2.484207,
"G-7","CPI","TOT","AGRWTH","M","2012-03",2.360703,
"G-7","CPI","TOT","AGRWTH","M","2012-04",2.122352,
"G-7","CPI","TOT","AGRWTH","M","2012-05",1.695135,
"G-7","CPI","TOT","AGRWTH","M","2012-06",1.583861,
"G-7","CPI","TOT","AGRWTH","M","2012-07",1.406481,
"G-7","CPI","TOT","AGRWTH","M","2012-08",1.615325,
"G-7","CPI","TOT","AGRWTH","M","2012-09",1.745524,
"G-7","CPI","TOT","AGRWTH","M","2012-10",1.814437,
"G-7","CPI","TOT","AGRWTH","M","2012-11",1.579757,
"G-7","CPI","TOT","AGRWTH","M","2012-12",1.543707,
"G-7","CPI","TOT","AGRWTH","M","2013-01",1.387421,
"G-7","CPI","TOT","AGRWTH","M","2013-02",1.536414,
"G-7","CPI","TOT","AGRWTH","M","2013-03",1.198584,
"G-7","CPI","TOT","AGRWTH","M","2013-04",0.8815729,
"G-7","CPI","TOT","AGRWTH","M","2013-05",1.167909,
"G-7","CPI","TOT","AGRWTH","M","2013-06",1.513309,
"G-7","CPI","TOT","AGRWTH","M","2013-07",1.709599,
"G-7","CPI","TOT","AGRWTH","M","2013-08",1.420252,
"G-7","CPI","TOT","AGRWTH","M","2013-09",1.239595,
"G-7","CPI","TOT","AGRWTH","M","2013-10",1.043949,
"G-7","CPI","TOT","AGRWTH","M","2013-11",1.239681,
"G-7","CPI","TOT","AGRWTH","M","2013-12",1.426486,
"G-7","CPI","TOT","AGRWTH","M","2014-01",1.423739,
"G-7","CPI","TOT","AGRWTH","M","2014-02",1.175944,
"G-7","CPI","TOT","AGRWTH","M","2014-03",1.352741,
"G-7","CPI","TOT","AGRWTH","M","2014-04",1.904465,
"G-7","CPI","TOT","AGRWTH","M","2014-05",1.985477,
"G-7","CPI","TOT","AGRWTH","M","2014-06",1.964524,
"G-7","CPI","TOT","AGRWTH","M","2014-07",1.853137,
"G-7","CPI","TOT","AGRWTH","M","2014-08",1.658887,
"G-7","CPI","TOT","AGRWTH","M","2014-09",1.590788,
"G-7","CPI","TOT","AGRWTH","M","2014-10",1.571748,
"G-7","CPI","TOT","AGRWTH","M","2014-11",1.293908,
"G-7","CPI","TOT","AGRWTH","M","2014-12",0.8615134,
"G-7","CPI","TOT","AGRWTH","M","2015-01",0.2604251,
"G-7","CPI","TOT","AGRWTH","M","2015-02",0.3225052,
"G-7","CPI","TOT","AGRWTH","M","2015-03",0.3423485,
"G-7","CPI","TOT","AGRWTH","M","2015-04",0.1178256,
"G-7","CPI","TOT","AGRWTH","M","2015-05",0.2603579,
"G-7","CPI","TOT","AGRWTH","M","2015-06",0.2977929,
"G-7","CPI","TOT","AGRWTH","M","2015-07",0.3004408,
"G-7","CPI","TOT","AGRWTH","M","2015-08",0.2907267,
"G-7","CPI","TOT","AGRWTH","M","2015-09",0.106586,
"G-7","CPI","TOT","AGRWTH","M","2015-10",0.2925271,
"G-7","CPI","TOT","AGRWTH","M","2015-11",0.4145592,
"G-7","CPI","TOT","AGRWTH","M","2015-12",0.561134,
"G-7","CPI","TOT","AGRWTH","M","2016-01",0.9533146,
"G-7","CPI","TOT","AGRWTH","M","2016-02",0.6681346,
"G-7","CPI","TOT","AGRWTH","M","2016-03",0.5876801,
"G-7","CPI","TOT","AGRWTH","M","2016-04",0.6556259,
"G-7","CPI","TOT","AGRWTH","M","2016-05",0.6146587,
"G-7","CPI","TOT","AGRWTH","M","2016-06",0.6617816,
"G-7","CPI","TOT","AGRWTH","M","2016-07",0.5804662,
"G-7","CPI","TOT","AGRWTH","M","2016-08",0.6843872,
"G-7","CPI","TOT","AGRWTH","M","2016-09",0.983009,
"G-7","CPI","TOT","AGRWTH","M","2016-10",1.161252,
"G-7","CPI","TOT","AGRWTH","M","2016-11",1.273101,
"G-7","CPI","TOT","AGRWTH","M","2016-12",1.58101,
"G-7","CPI","TOT","AGRWTH","M","2017-01",1.963089,
"G-7","CPI","TOT","AGRWTH","M","2017-02",2.151599,
"G-7","CPI","TOT","AGRWTH","M","2017-03",1.861945,
"G-7","CPI","TOT","AGRWTH","M","2017-04",1.864578,
"G-7","CPI","TOT","AGRWTH","M","2017-05",1.58116,
"G-7","CPI","TOT","AGRWTH","M","2017-06",1.419765,
"G-7","CPI","TOT","AGRWTH","M","2017-07",1.48515,
"G-7","CPI","TOT","AGRWTH","M","2017-08",1.687153,
"G-7","CPI","TOT","AGRWTH","M","2017-09",1.889073,
"G-7","CPI","TOT","AGRWTH","M","2017-10",1.661272,
"G-7","CPI","TOT","AGRWTH","M","2017-11",1.849836,
"G-7","CPI","TOT","AGRWTH","M","2017-12",1.826862,
"G-7","CPI","TOT","AGRWTH","M","2018-01",1.838696,
"G-7","CPI","TOT","AGRWTH","M","2018-02",1.8749,
"G-7","CPI","TOT","AGRWTH","M","2018-03",1.999457,
"G-7","CPI","TOT","AGRWTH","M","2018-04",1.958375,
"G-7","CPI","TOT","AGRWTH","M","2018-05",2.290938,
"G-7","CPI","TOT","AGRWTH","M","2018-06",2.340097,
"G-7","CPI","TOT","AGRWTH","M","2018-07",2.456822,
"G-7","CPI","TOT","AGRWTH","M","2018-08",2.363288,
"G-7","CPI","TOT","AGRWTH","M","2018-09",2.057105,
"G-7","CPI","TOT","AGRWTH","M","2018-10",2.286089,
"G-7","CPI","TOT","AGRWTH","M","2018-11",1.948429,
"G-7","CPI","TOT","AGRWTH","M","2018-12",1.642126,
"G-7","CPI","TOT","AGRWTH","M","2019-01",1.342513,
"G-7","CPI","TOT","AGRWTH","M","2019-02",1.34744,
"G-7","CPI","TOT","AGRWTH","M","2019-03",1.559233,
"G-7","CPI","TOT","AGRWTH","M","2019-04",1.785043,
"G-7","CPI","TOT","AGRWTH","M","2019-05",1.563386,
"G-7","CPI","TOT","AGRWTH","M","2019-06",1.483118,
"G-7","CPI","TOT","AGRWTH","M","2019-07",1.567411,
"G-7","CPI","TOT","AGRWTH","M","2019-08",1.434679,
"G-7","CPI","TOT","AGRWTH","M","2019-09",1.379175,
"G-7","CPI","TOT","AGRWTH","M","2019-10",1.371586,
"G-7","CPI","TOT","AGRWTH","M","2019-11",1.587694,
"G-7","CPI","TOT","AGRWTH","M","2019-12",1.828869,
"G-7","CPI","TOT","AGRWTH","M","2020-01",2.003419,
"G-7","CPI","TOT","AGRWTH","M","2020-02",1.865066,
"G-7","CPI","TOT","AGRWTH","M","2020-03",1.26414,
"G-7","CPI","TOT","AGRWTH","M","2020-04",0.3676001,
"G-7","CPI","TOT","AGRWTH","M","2020-05",0.1753751,
"G-7","CPI","TOT","AGRWTH","M","2020-06",0.5488588,
"G-7","CPI","TOT","AGRWTH","M","2020-07",0.689831,
"G-7","CPI","TOT","AGRWTH","M","2020-08",0.7842373,
"G-7","CPI","TOT","AGRWTH","M","2020-09",0.7892263,
"G-7","CPI","TOT","AGRWTH","M","2020-10",0.6684554,
"G-7","CPI","TOT","AGRWTH","M","2020-11",0.6199971,
"G-7","CPI","TOT","AGRWTH","M","2020-12",0.7051075,
"G-7","CPI","TOT","AGRWTH","M","2021-01",0.993542,
"G-7","CPI","TOT","AGRWTH","M","2021-02",1.203727,
"G-7","CPI","TOT","AGRWTH","M","2021-03",1.900549,
"G-7","CPI","TOT","AGRWTH","M","2021-04",2.849982,
"G-7","CPI","TOT","AGRWTH","M","2021-05",3.495086,
"G-7","CPI","TOT","AGRWTH","M","2021-06",3.740881,
"G-7","CPI","TOT","AGRWTH","M","2021-07",3.892519,
"G-7","CPI","TOT","AGRWTH","M","2021-08",3.964691,
"G-7","CPI","TOT","AGRWTH","M","2021-09",4.179977,
"G-7","CPI","TOT","AGRWTH","M","2021-10",4.824226,
"G-7","CPI","TOT","AGRWTH","M","2021-11",5.382459,
"G-7","CPI","TOT","AGRWTH","M","2021-12",5.570369,
"G-7","CPI","TOT","AGRWTH","M","2022-01",5.834456,
"G-7","CPI","TOT","AGRWTH","M","2022-02",6.291754,
"G-7","CPI","TOT","AGRWTH","M","2022-03",7.088042,
"G-7","CPI","TOT","AGRWTH","M","2022-04",7.172454,
"G-7","CPI","TOT","AGRWTH","M","2022-05",7.52594,
"G-7","CPI","TOT","AGRWTH","M","2022-06",7.925992,
"G-7","CPI","TOT","AGRWTH","M","2022-07",7.660594,
"G-7","CPI","TOT","AGRWTH","M","2022-08",7.557681,
"G-7","CPI","TOT","AGRWTH","M","2022-09",7.707695,
"G-7","CPI","TOT","AGRWTH","M","2022-10",7.805595,
"G-7","CPI","TOT","AGRWTH","M","2022-11",7.374542,
"G-7","CPI","TOT","AGRWTH","M","2022-12",6.82133,
"COL","CPI","TOT","AGRWTH","M","2011-04",2.838239,
"COL","CPI","TOT","AGRWTH","M","2011-05",3.017241,
"COL","CPI","TOT","AGRWTH","M","2011-06",3.233831,
"COL","CPI","TOT","AGRWTH","M","2011-07",3.426821,
"COL","CPI","TOT","AGRWTH","M","2011-08",3.269911,
"COL","CPI","TOT","AGRWTH","M","2011-09",3.733844,
"COL","CPI","TOT","AGRWTH","M","2011-10",4.014948,
"COL","CPI","TOT","AGRWTH","M","2011-11",3.959449,
"COL","CPI","TOT","AGRWTH","M","2011-12",3.724819,
"COL","CPI","TOT","AGRWTH","M","2012-01",3.55024,
"COL","CPI","TOT","AGRWTH","M","2012-02",3.557053,
"COL","CPI","TOT","AGRWTH","M","2012-03",3.398058,
"COL","CPI","TOT","AGRWTH","M","2012-04",3.421911,
"COL","CPI","TOT","AGRWTH","M","2012-05",3.44026,
"COL","CPI","TOT","AGRWTH","M","2012-06",3.197405,
"COL","CPI","TOT","AGRWTH","M","2012-07",3.026377,
"COL","CPI","TOT","AGRWTH","M","2012-08",3.110823,
"COL","CPI","TOT","AGRWTH","M","2012-09",3.082603,
"COL","CPI","TOT","AGRWTH","M","2012-10",3.058498,
"COL","CPI","TOT","AGRWTH","M","2012-11",2.778289,
"COL","CPI","TOT","AGRWTH","M","2012-12",2.43679,
"COL","CPI","TOT","AGRWTH","M","2013-01",1.991633,
"COL","CPI","TOT","AGRWTH","M","2013-02",1.825906,
"COL","CPI","TOT","AGRWTH","M","2013-03",1.914048,
"COL","CPI","TOT","AGRWTH","M","2013-04",2.019474,
"COL","CPI","TOT","AGRWTH","M","2013-05",2.004494,
"COL","CPI","TOT","AGRWTH","M","2013-06",2.155366,
"COL","CPI","TOT","AGRWTH","M","2013-07",2.227812,
"COL","CPI","TOT","AGRWTH","M","2013-08",2.262728,
"COL","CPI","TOT","AGRWTH","M","2013-09",2.274152,
"COL","CPI","TOT","AGRWTH","M","2013-10",1.841423,
"COL","CPI","TOT","AGRWTH","M","2013-11",1.754386,
"COL","CPI","TOT","AGRWTH","M","2013-12",1.931676,
"COL","CPI","TOT","AGRWTH","M","2014-01",2.131074,
"COL","CPI","TOT","AGRWTH","M","2014-02",2.316911,
"COL","CPI","TOT","AGRWTH","M","2014-03",2.507087,
"COL","CPI","TOT","AGRWTH","M","2014-04",2.72181,
"COL","CPI","TOT","AGRWTH","M","2014-05",2.934438,
"COL","CPI","TOT","AGRWTH","M","2014-06",2.778022,
"COL","CPI","TOT","AGRWTH","M","2014-07",2.891037,
"COL","CPI","TOT","AGRWTH","M","2014-08",3.020458,
"COL","CPI","TOT","AGRWTH","M","2014-09",2.853891,
"COL","CPI","TOT","AGRWTH","M","2014-10",3.291495,
"COL","CPI","TOT","AGRWTH","M","2014-11",3.659395,
"COL","CPI","TOT","AGRWTH","M","2014-12",3.658537,
"COL","CPI","TOT","AGRWTH","M","2015-01",3.815261,
"COL","CPI","TOT","AGRWTH","M","2015-02",4.355371,
"COL","CPI","TOT","AGRWTH","M","2015-03",4.55449,
"COL","CPI","TOT","AGRWTH","M","2015-04",4.636958,
"COL","CPI","TOT","AGRWTH","M","2015-05",4.400308,
"COL","CPI","TOT","AGRWTH","M","2015-06",4.422205,
"COL","CPI","TOT","AGRWTH","M","2015-07",4.458109,
"COL","CPI","TOT","AGRWTH","M","2015-08",4.747294,
"COL","CPI","TOT","AGRWTH","M","2015-09",5.353647,
"COL","CPI","TOT","AGRWTH","M","2015-10",5.897349,
"COL","CPI","TOT","AGRWTH","M","2015-11",6.39002,
"COL","CPI","TOT","AGRWTH","M","2015-12",6.771054,
"COL","CPI","TOT","AGRWTH","M","2016-01",7.459423,
"COL","CPI","TOT","AGRWTH","M","2016-02",7.590622,
"COL","CPI","TOT","AGRWTH","M","2016-03",7.976525,
"COL","CPI","TOT","AGRWTH","M","2016-04",7.933898,
"COL","CPI","TOT","AGRWTH","M","2016-05",8.200082,
"COL","CPI","TOT","AGRWTH","M","2016-06",8.600918,
"COL","CPI","TOT","AGRWTH","M","2016-07",8.960837,
"COL","CPI","TOT","AGRWTH","M","2016-08",8.096013,
"COL","CPI","TOT","AGRWTH","M","2016-09",7.270965,
"COL","CPI","TOT","AGRWTH","M","2016-10",6.48371,
"COL","CPI","TOT","AGRWTH","M","2016-11",5.96634,
"COL","CPI","TOT","AGRWTH","M","2016-12",5.747127,
"COL","CPI","TOT","AGRWTH","M","2017-01",5.47034,
"COL","CPI","TOT","AGRWTH","M","2017-02",5.185071,
"COL","CPI","TOT","AGRWTH","M","2017-03",4.692643,
"COL","CPI","TOT","AGRWTH","M","2017-04",4.661792,
"COL","CPI","TOT","AGRWTH","M","2017-05",4.36529,
"COL","CPI","TOT","AGRWTH","M","2017-06",3.990044,
"COL","CPI","TOT","AGRWTH","M","2017-07",3.399115,
"COL","CPI","TOT","AGRWTH","M","2017-08",3.869025,
"COL","CPI","TOT","AGRWTH","M","2017-09",3.968971,
"COL","CPI","TOT","AGRWTH","M","2017-10",4.046722,
"COL","CPI","TOT","AGRWTH","M","2017-11",4.117425,
"COL","CPI","TOT","AGRWTH","M","2017-12",4.085457,
"COL","CPI","TOT","AGRWTH","M","2018-01",3.672924,
"COL","CPI","TOT","AGRWTH","M","2018-02",3.372025,
"COL","CPI","TOT","AGRWTH","M","2018-03",3.136882,
"COL","CPI","TOT","AGRWTH","M","2018-04",3.129549,
"COL","CPI","TOT","AGRWTH","M","2018-05",3.158812,
"COL","CPI","TOT","AGRWTH","M","2018-06",3.198665,
"COL","CPI","TOT","AGRWTH","M","2018-07",3.120464,
"COL","CPI","TOT","AGRWTH","M","2018-08",3.101674,
"COL","CPI","TOT","AGRWTH","M","2018-09",3.22347,
"COL","CPI","TOT","AGRWTH","M","2018-10",3.331643,
"COL","CPI","TOT","AGRWTH","M","2018-11",3.267785,
"COL","CPI","TOT","AGRWTH","M","2018-12",3.183291,
"COL","CPI","TOT","AGRWTH","M","2019-01",3.154547,
"COL","CPI","TOT","AGRWTH","M","2019-02",3.017505,
"COL","CPI","TOT","AGRWTH","M","2019-03",3.215506,
"COL","CPI","TOT","AGRWTH","M","2019-04",3.251561,
"COL","CPI","TOT","AGRWTH","M","2019-05",3.313986,
"COL","CPI","TOT","AGRWTH","M","2019-06",3.429982,
"COL","CPI","TOT","AGRWTH","M","2019-07",3.787821,
"COL","CPI","TOT","AGRWTH","M","2019-08",3.751524,
"COL","CPI","TOT","AGRWTH","M","2019-09",3.820726,
"COL","CPI","TOT","AGRWTH","M","2019-10",3.861479,
"COL","CPI","TOT","AGRWTH","M","2019-11",3.846737,
"COL","CPI","TOT","AGRWTH","M","2019-12",3.804302,
"COL","CPI","TOT","AGRWTH","M","2020-01",3.622284,
"COL","CPI","TOT","AGRWTH","M","2020-02",3.720052,
"COL","CPI","TOT","AGRWTH","M","2020-03",3.855482,
"COL","CPI","TOT","AGRWTH","M","2020-04",3.505172,
"COL","CPI","TOT","AGRWTH","M","2020-05",2.851895,
"COL","CPI","TOT","AGRWTH","M","2020-06",2.191811,
